"POS","ID","PosScore","NegScore","SynsetTerms","Gloss"
"n","07194676",0,0.625,"inquisition#2","a severe interrogation (often violating the rights or privacy of individuals)"
"n","07206096",0,0.625,"retraction#1 recantation#1 abjuration#1","a disavowal or taking back of a previous assertion"
"n","07211092",0.125,0.625,"muttering#2 mutter#2 murmuring#2 murmur#4 grumbling#2 grumble#2","a complaint uttered in a low and indistinct tone"
"n","07211950",0,0.75,"wail#1 plaint#2 lamentation#1 lament#1","a cry of sorrow and grief; \"their pitiful laments could be heard throughout the ward\""
"n","07226015",0,0.75,"threat#2","a warning that something unpleasant is imminent; \"they were under threat of arrest\""
"n","07233214",0,0.875,"excoriation#2","severe censure"
"n","07261300",0,0.625,"era#3 earned_run_average#1","(baseball) a measure of a pitcher's effectiveness; calculated as the average number of earned runs allowed by the pitcher for every nine innings pitched"
"n","07289014",0,0.625,"trouble#3","an event causing distress or pain; \"what is the trouble?\"; \"heart trouble\""
"n","07295955",0,1,"worst#1","the least favorable outcome; \"the worst that could happen\""
"n","07298982",0,0.75,"shock#6 blow#4","an unpleasant or disappointing surprise; \"it came as a shock to learn that he was injured\""
"n","07301336",0,0.75,"accident#1","an unfortunate mishap; especially one causing damage or injury"
"n","07305098",0,0.625,"shame#3 pity#2","an unfortunate development; \"it's a pity he couldn't do it\""
"n","07305234",0,0.625,"affliction#3","a cause of great suffering and distress"
"n","07305907",0,0.625,"hell#2 blaze#2","a cause of difficulty and suffering; \"war is hell\"; \"go to blazes\""
"n","07306032",0,0.625,"martyrdom#2 calvary#2","any experience that causes intense suffering"
"n","07306160",0,0.75,"onslaught#1","a sudden and severe onset of trouble"
"n","07313636",0,0.75,"injury#2 accidental_injury#1","an accident that results in physical damage or hurt"
"n","07317519",0,0.625,"trip#3 slip#7","an accidental misstep threatening (or causing) a fall; \"he blamed his slip on the ice\"; \"the jolt caused many slips and a few spills\""
"n","07318133",0,0.75,"ruination#3 ruin#5 downfall#1","failure that results in a loss of position or reputation"
"n","07332956",0,0.75,"human_death#1 fatality#1","a death resulting from an accident or a disaster; \"a decrease in the number of automobile fatalities\""
"n","07334206",0,0.75,"end_of_the_world#2 doomsday#2 doom#1 day_of_reckoning#2","an unpleasant or disastrous destiny; \"everyone was aware of the approaching doom but was helpless to avoid it\"; \"that's unfortunate but it isn't the end of the world\""
"n","07336612",0,0.625,"adversity#2","a stroke of ill fortune; a calamitous event; \"a period marked by adversities\""
"n","07336999",0,0.75,"knock#4","a bad experience; \"the school of hard knocks\""
"n","07381231",0.125,0.625,"cock-a-doodle-doo#1","an imitation of the crow of a cock"
"n","07386920",0,0.625,"muttering#1 mutter#1 mussitation#1 murmuring#1 murmuration#1 murmur#1","a low continuous indistinct sound; often accompanied by movement of the lips without the production of articulate speech"
"n","07396233",0,0.625,"susurrus#1 susurration#1","the indistinct sound of people whispering; \"a soft susurrus of conversation\""
"n","07417405",0.125,0.625,"pinch#4 exigency#2 emergency#1","a sudden unforeseen crisis (usually involving danger) that requires immediate action; \"he never knew what to do in an emergency\""
"n","07418822",0,0.875,"straits#2 pass#9 head#20","a difficult juncture; \"a pretty pass\"; \"matters came to a head yesterday\""
"n","07420217",0,0.75,"resolution#8","the subsidence of swelling or other signs of inflammation (especially in a lung)"
"n","07420354",0,0.875,"torment#5 curse#5","a severe affliction"
"n","07420435",0,0.75,"fire#8","a severe trial; \"he went through fire and damnation\""
"n","07476092",0,0.625,"whammy#1","a serious or devastating setback"
"n","07478318",0,0.75,"syncope#1 swoon#1 faint#1 deliquium#1","a spontaneous loss of consciousness caused by insufficient blood to the brain"
"n","07482128",0.25,0.625,"sentimentality#2","extravagant or affected feeling or emotion"
"n","07483622",0,0.625,"apathy#1","an absence of emotion or enthusiasm"
"n","07487177",0,0.625,"wishfulness#1","an unrealistic yearning"
"n","07487276",0,0.75,"wistfulness#1","a sadly pensive longing"
"n","07491286",0.125,0.625,"ravishment#1 entrancement#1","a feeling of delight at being filled with wonder and enchantment"
"n","07492516",0.125,0.625,"comfort#2","a feeling of freedom from worry or disappointment"
"n","07493682",0,0.625,"algophilia#1 algolagnia#1","sexual pleasure derived from inflicting or experiencing pain"
"n","07494682",0.125,0.625,"growing_pains#2","emotional distress arising during adolescence"
"n","07495156",0.125,0.625,"guilt_pang#1","pangs of feeling guilty"
"n","07495236",0.125,0.625,"mental_anguish#1","sustained dull painful emotion"
"n","07495551",0,0.625,"torture#3 torment#3 agony#1","intense feelings of suffering; acute mental or physical pain; \"an agony of doubt\"; \"the torments of the damned\""
"n","07495878",0,0.625,"throes#1","violent pangs of suffering; \"death throes\""
"n","07496463",0,0.875,"suffering#3 hurt#2 distress#1","psychological suffering; \"the death of his wife caused him great distress\""
"n","07496755",0,0.625,"torture#1 torment#2 anguish#1","extreme mental distress"
"n","07496924",0,0.875,"self-torture#1 self-torment#1","self-imposed distress"
"n","07497122",0.25,0.625,"wound#3","a figurative injury (to your feelings or pride); \"he feared that mentioning it might reopen the wound\"; \"deep in her breast lives the silent wound\"; \"The right reader of a good poem can tell the moment it strikes him that he has taken an immortal wound--that he will never get over it\"--Robert Frost"
"n","07498614",0,0.875,"weakness#5","a penchant for something even though it might not be good for you; \"he has a weakness for chocolate\""
"n","07498769",0,0.75,"mysophilia#1","abnormal attraction to filth"
"n","07499449",0.25,0.625,"undertow#1","an inclination contrary to the strongest or prevailing feeling; \"his account had a poignant undertow of regret\""
"n","07501545",0,0.625,"dislike#2","a feeling of aversion or antipathy; \"my dislike of him was instinctive\""
"n","07501922",0.25,0.625,"disinclination#1","that toward which you are inclined to feel dislike; \"his disinclination for modesty is well known\""
"n","07502241",0,0.625,"unfriendliness#1","dislike experienced as an absence of friendliness"
"n","07502669",0.125,0.625,"distaste#1 aversion#1 antipathy#1","a feeling of intense dislike"
"n","07502980",0,0.625,"scorn#1 disdain#1 despite#1 contempt#1","lack of respect accompanied by a feeling of intense dislike; \"he was held in contempt\"; \"the despite in which outsiders were held is legendary\""
"n","07503716",0.125,0.75,"creepy-crawlies#1","feelings of dislike and anxiety; \"the cave gave me the creepy-crawlies\""
"n","07503987",0.125,0.625,"revulsion#1 repulsion#2 repugnance#1 horror#3","intense aversion"
"n","07504711",0.25,0.625,"ungratefulness#1 ingratitude#1","a lack of gratitude"
"n","07505538",0,0.75,"unconcern#2","a feeling of lack of concern"
"n","07506149",0,0.625,"heartlessness#1 hardheartedness#1 coldheartedness#1","an absence of concern for the welfare of others"
"n","07506569",0,0.75,"shame#1","a painful emotion resulting from an awareness of inadequacy or guilt"
"n","07506797",0.125,0.75,"conscience#3","a feeling of shame when you do something immoral; \"he has no conscience about his cruelty\""
"n","07508232",0,0.75,"disconcertment#1 disconcertion#1 discomposure#1 discomfiture#1","anxious embarrassment"
"n","07508996",0.125,0.625,"vanity#1 self-love#1 conceit#1 amour_propre#1","feelings of excessive pride"
"n","07509131",0.25,0.75,"humility#2 humbleness#2","a humble feeling; \"he was filled with humility at the sight of the Pope\""
"n","07509572",0.25,0.625,"astonishment#1 amazement#1","the feeling that accompanies something extremely surprising; \"he looked at me in astonishment\""
"n","07510625",0,0.75,"stupor#1 shock#1 daze#1","the feeling of distress and disbelief that you have when something bad happens accidentally; \"his mother's death left him in a daze\"; \"he was numb with shock\""
"n","07511906",0.125,0.875,"levity#1","feeling an inappropriate lack of seriousness"
"n","07512848",0.25,0.75,"sensibility#2","refined sensitivity to pleasurable or painful impressions; \"cruelty offended his sensibility\""
"n","07513711",0.125,0.75,"unrest#2","a feeling of restless agitation"
"n","07515169",0.125,0.625,"placidness#1 placidity#1","a feeling of calmness; a quiet and undisturbed feeling"
"n","07516222",0.125,0.75,"languor#1 dreaminess#1","a relaxed comfortable feeling"
"n","07518878",0.125,0.625,"exasperation#1 aggravation#1","an exasperated feeling of annoyance"
"n","07519253",0,0.875,"fright#1 fearfulness#1 fear#1","an emotion experienced in anticipation of some specific pain or danger (usually accompanied by a desire to flee or fight)"
"n","07519983",0.25,0.625,"creeps#2","a feeling of fear and revulsion; \"he gives me the creeps\""
"n","07520507",0,0.75,"hysteria#2","excessive or uncontrollable fear"
"n","07520612",0.25,0.75,"terror#1 panic#1 affright#1","an overwhelming feeling of fear and anxiety"
"n","07522128",0.125,0.625,"presentiment#1 premonition#1 foreboding#1 boding#1","a feeling of evil to come; \"a steadily escalating sense of foreboding\"; \"the lawyer had a presentiment that the judge would dismiss the case\""
"n","07523760",0,0.625,"intimidation#3","the feeling of being intimidated; being made to feel afraid or timid"
"n","07523905",0.125,0.75,"anxiety#2","a vague unpleasant emotion that is experienced in anticipation of some (usually ill-defined) misfortune"
"n","07524529",0.125,0.75,"fear#2 concern#2 care#3","an anxious feeling; \"care had aged him\"; \"they hushed it up out of fear of public reaction\""
"n","07524760",0.125,0.625,"disquiet#1 anxiousness#2","a feeling of mild anxiety about possible developments"
"n","07526182",0.125,0.75,"fearlessness#1 bravery#2","feeling no fear"
"n","07527167",0.125,0.625,"gladsomeness#1 gladness#1 gladfulness#1","experiencing joy and pleasure"
"n","07528976",0.125,0.625,"titillation#1","a tingling feeling of excitement (as from teasing or tickling)"
"n","07530866",0.375,0.625,"lightsomeness#1 lightheartedness#1 insouciance#1 carefreeness#1","the cheerful feeling you have when nothing is troubling you"
"n","07532276",0,0.875,"gloating#1 gloat#1 glee#2","malicious satisfaction"
"n","07532440",0,0.75,"unhappiness#1 sadness#1","emotions experienced when not in a state of well-being"
"n","07532832",0,0.875,"dolefulness#1","sadness caused by grief or affliction"
"n","07533097",0.125,0.75,"melancholy#1","a feeling of thoughtful sadness"
"n","07533257",0.125,0.625,"sombreness#2 somberness#2 gloominess#2 gloom#2","a feeling of melancholy apprehension"
"n","07533492",0.125,0.75,"heavyheartedness#1","a feeling of dispirited melancholy"
"n","07533978",0.125,0.75,"misery#2","a feeling of intense unhappiness; \"she was exhausted by her misery and grief\""
"n","07534108",0,0.625,"loneliness#2 forlornness#1 desolation#3","sadness resulting from being forsaken or abandoned"
"n","07534278",0,0.75,"weepiness#1 tearfulness#1","sadness expressed by weeping"
"n","07534430",0,0.625,"sorrow#1","an emotion of great sadness associated with loss or bereavement; \"he tried to express his sorrow at her loss\""
"n","07534700",0.375,0.625,"contrition#1 contriteness#1 attrition#3","sorrow for sin arising from fear of damnation"
"n","07535010",0,0.625,"heartbreak#1 heartache#1 grief#1 brokenheartedness#1","intense sorrow caused by loss of a loved one (especially by death)"
"n","07535209",0,0.75,"sorrowfulness#2 ruthfulness#1 mournfulness#1","a state of gloomy sorrow"
"n","07535430",0,0.625,"plaintiveness#1","expressing sorrowfulness"
"n","07535532",0,0.875,"dolour#1 dolor#1","(poetry) painful grief"
"n","07535670",0,0.875,"sorrow#2 ruefulness#1 rue#3 regret#1","sadness associated with some wrong done or some disappointment; \"he drank to drown his sorrows\"; \"he wrote a note expressing his regret\"; \"to his rue, the error cost him the game\""
"n","07536074",0.125,0.625,"self-reproach#1 remorse#1 compunction#1","a feeling of deep regret (usually for some misdeed)"
"n","07536245",0,0.875,"guilty_conscience#1 guilt_trip#1 guilt_feelings#1 guilt#2","remorse caused by feeling responsible for some offense"
"n","07536437",0,0.625,"survivor_guilt#1","a deep feeling of guilt often experienced by those who have survived some catastrophe that took the lives of many others; derives in part from a feeling that they did not do enough to save the others who perished and in part from feelings of being unworthy relative to those who died; \"survivor guilt was first noted in those who survived the Holocaust\""
"n","07537068",0.125,0.75,"uncheerfulness#1 cheerlessness#1","a feeling of dreary or pessimistic sadness"
"n","07537376",0.125,0.625,"joylessness#1","a feeling of dismal cheerlessness"
"n","07537485",0.125,0.625,"depression#4","sad feelings of gloom and inadequacy"
"n","07537668",0.125,0.625,"lowness#2 low-spiritedness#1 downheartedness#1 dispiritedness#1 dejectedness#1","a feeling of low spirits; \"he felt responsible for her lowness of spirits\""
"n","07538142",0,0.75,"helplessness#3","a feeling of being unable to manage"
"n","07538272",0.125,0.75,"self-pity#1","a feeling of sorrow (often self-indulgent) over your own sufferings"
"n","07538395",0.25,0.625,"heartsickness#1 disconsolateness#1 despondency#1 despondence#1","feeling downcast and disheartened and hopeless"
"n","07539259",0.125,0.625,"disgruntlement#1","a feeling of sulky discontent"
"n","07539367",0,0.75,"dysphoria#1","abnormal depression and discontent"
"n","07540424",0.125,0.625,"displeasure#1","the feeling of being displeased or annoyed or dissatisfied with someone or something"
"n","07540602",0,0.75,"letdown#1 disappointment#1","a feeling of dissatisfaction that results when your expectations are not realized; \"his hopes were so high he was doomed to disappointment\""
"n","07541923",0.25,0.625,"despair#2","the feeling that everything is wrong and nothing will turn out well; \"they moaned in despair and dismay\"; \"one harsh word would send her into the depths of despair\""
"n","07543033",0,0.625,"pessimism#1","the feeling that things will turn out badly"
"n","07547674",0.125,0.75,"despising#1 despisal#1","a feeling of scornful hatred"
"n","07548978",0.125,0.625,"resentment#1 rancour#1 rancor#1 gall#4 bitterness#1","a feeling of deep and bitter anger and ill-will"
"n","07549401",0.125,0.75,"sulkiness#2 huffishness#1","a feeling of sulky resentment"
"n","07550369",0,0.875,"malignity#1 malevolence#1","wishing evil to others"
"n","07550666",0,0.875,"venom#2 spitefulness#1 spite#1 maliciousness#1 malice#1","feeling a need to see others suffer"
"n","07552087",0,0.75,"ill_humour#1 ill_humor#1 distemper#2","an angry and disagreeable mood"
"n","07552252",0.125,0.875,"moodiness#1","a sullen gloomy feeling"
"n","07552367",0,0.875,"sullenness#1 moroseness#1 glumness#2","a gloomy ill-tempered feeling"
"n","07552549",0.125,0.625,"spleen#2 short_temper#1 quick_temper#1 irascibility#1","a feeling of resentful anger"
"n","07553301",0,0.625,"sympathy#2 fellow_feeling#1","sharing the feelings of others (especially feelings of sorrow or anguish)"
"n","07553964",0.125,0.75,"ruth#3 pity#1 pathos#2 commiseration#1","a feeling of sympathy and sorrow for the misfortunes of others; \"the blind are too often objects of pity\""
"n","07555014",0.375,0.625,"enthusiasm#1","a feeling of excitement"
"n","07692614",0,0.625,"sweet_roll#1 coffee_roll#1","any of numerous yeast-raised sweet rolls with our without raisins or nuts or spices or a glaze"
"n","07698401",0,0.75,"blt#1 bacon-lettuce-tomato_sandwich#1","sandwich filled with slices of bacon and tomato with lettuce"
"n","07864756",0,0.625,"chicken_kiev#1","pounded chicken cutlets rolled around butter (that has been seasoned with herbs) and then covered with crumbs and fried"
"n","07896994",0,0.875,"plonk#1","a cheap wine of inferior quality"
"n","07898745",0,0.625,"table_wine#1","wine containing not more than 14 percent alcohol usually served with a meal"
"n","07922512",0,0.625,"rotgut#1","any alcoholic beverage of inferior quality"
"n","07935043",0.125,0.75,"souchong#1 soochong#1","a fine quality of black tea native to China"
"n","07953603",0,0.625,"backlog#1","an accumulation of jobs not done or materials not processed that are yet to be dealt with (especially unfilled customer orders for products or services)"
"n","08003306",0,0.625,"indie#2","an independent film company not associated with an established studio"
"n","08095426",0,0.625,"reform_judaism#1","the most liberal Jews; Jews who do not follow the Talmud strictly but try to adapt all of the historical forms of Judaism to the modern world"
"n","08097531",0,0.625,"haredi#1","any of several sects of Orthodox Judaism that reject modern secular culture and many of whom do not recognize the spiritual authority of the modern state of Israel"
"n","08183698",0,0.75,"gridlock#1","a traffic jam so bad that no movement is possible"
"n","08244895",0,0.625,"demimonde#1","a class of woman not considered respectable because of indiscreet or promiscuous behavior"
"n","08249854",0,0.625,"indie#1","a pop group not affiliated with a major record company"
"n","08390511",0,0.625,"reserves#1 militia#1","civilians trained as soldiers but not part of the regular army"
"n","08407000",0,0.625,"private_foundation#1","a charity that does not receive a major part of its support from the public"
"n","08489765",0,0.625,"somewhere#1","an indefinite or unknown location; \"they moved to somewhere in Spain\""
"n","08549292",0,0.75,"ghetto#3","a poor densely populated city district occupied by a minority ethnic group linked together by economic hardship and social restrictions"
"n","08562067",0,0.625,"earth#4","the abode of mortals (as contrasted with Heaven or Hell); \"it was hell on earth\""
"n","08611063",0,0.625,"no-go_area#1","an area that is dangerous or impossible to enter or to which entry is forbidden"
"n","08661697",0,0.625,"orphan_site#1","a toxic waste area where the polluter could not be identified or the polluter refused to take action or pay for the cleanup"
"n","08983556",0,0.625,"czestochowa#1","a city of southern Poland whose church contains the statue of the black Madonna which attracts many pilgrims"
"n","09232317",0,0.625,"canal#1","(astronomy) an indistinct surface feature of Mars once thought to be a system of channels; they are now believed to be an optical illusion"
"n","09285648",0,0.625,"free_electron#1","electron that is not attached to an atom or ion or molecule but is free to move under the influence of an electric field"
"n","09484313",0,0.625,"hypothetical_creature#1","a creature that has not been observed but is hypothesized to exist"
"n","09542258",0.444,0.556,"bogy#2 bogie#1 bogey#1","an evil spirit"
"n","09542339",0.444,0.556,"fiend#2 devil#2 demon#1 daimon#1 daemon#1","an evil supernatural being"
"n","09542541",0.444,0.556,"cacodemon#1 cacodaemon#1","an evil spirit"
"n","09592147",0,0.625,"colonel_blimp#2","a pompous reactionary cartoon character created by Sir David Low"
"n","09599891",0,0.625,"hamlet#2","the hero of William Shakespeare's tragedy who hoped to avenge the murder of his father"
"n","09642917",0,0.625,"cooly#1 coolie#1","(ethnic slur) an offensive name for an unskilled Asian laborer"
"n","09757653",0,0.625,"absentee#1","one that is absent or not in residence"
"n","09786760",0,0.625,"amateur#2","an athlete who does not play for pay"
"n","09798244",0,0.75,"aphasic#1","someone affected by aphasia or inability to use or understand language"
"n","09815188",0,0.625,"whoreson#2 son_of_a_bitch#1 sob#2 shit#5 prick#1 motherfucker#1 mother_fucker#1 dickhead#1 cocksucker#2 bastard#1 asshole#1","insulting terms of address for people who are stupid or irritating or ridiculous"
"n","09816654",0.125,0.75,"assistant_professor#1","a teacher or lower rank than an associate professor"
"n","09817536",0,0.75,"asthmatic#1","a person suffering from asthma; \"she is a chronic asthmatic\"; \"the painful gasps of a dying asthmatic\""
"n","09832321",0,0.625,"old_bag#1 bag#7","an ugly or ill-tempered woman; \"he was romancing the old bag for her money\""
"n","09833751",0,0.625,"balancer#1","an acrobat who balances himself in difficult positions"
"n","09838370",0,0.625,"insolvent#1 bankrupt#1","someone who has insufficient assets to cover their debts"
"n","09879297",0,0.875,"yobo#1 yobbo#1 yob#1 tough#3 ruffian#1 rowdy#1 roughneck#1 hooligan#1 bully#1","a cruel and brutal fellow"
"n","09886220",0,1,"hound#2 heel#3 dog#4 cad#1 bounder#1 blackguard#1","someone who is morally reprehensible; \"you dirty dog\""
"n","09890192",0,0.625,"camp_follower#2","a follower who is not a member of an ingroup"
"n","09899671",0.125,0.625,"injured_party#1 casualty#2","someone injured or killed in an accident"
"n","09899782",0,0.75,"casualty#1","someone injured or killed or captured or missing in a military engagement"
"n","09912243",0,0.625,"antifeminist#1","someone who does not believe in the social or economic or political equality of men and women"
"n","09919899",0,0.75,"choker#2","an unfortunate person who is unable to perform effectively because of nervous tension or agitation; \"he could win if he wasn't a choker\""
"n","09931165",0.444,0.556,"clown#1 buffoon#1","a rude or vulgar fool"
"n","09958133",0,0.625,"nonconformist#1 chapelgoer#1","a Protestant in England who is not a member of the Church of England"
"n","09992429",0,0.75,"dastard#1","a despicable coward"
"n",10005163,0,0.625,"depressive#1","someone suffering psychological depression"
"n",10023506,0,0.75,"dog_in_the_manger#1","someone who prevents you from enjoying something that they themselves have no need for"
"n",10083677,0,0.625,"fellow_traveller#1 fellow_traveler#1","a communist sympathizer (but not a member of the Communist Party)"
"n",10103921,0,0.625,"outsider#1 foreigner#2","someone who is excluded from or is not a member of a group"
"n",10105906,0,0.625,"foster_brother#1 foster-brother#1","your foster brother is a male who is not a son of your parents but who is raised by your parents"
"n",10106995,0,0.625,"foster_sister#1 foster-sister#1","your foster sister is a female who is not a daughter of your parents but who is raised by your parents"
"n",10111023,0,0.625,"freewoman#1 freeman#1","a person who is not a serf or a slave"
"n",10149241,0,0.625,"grunt#2","an unskilled or low-ranking soldier or other worker; \"infantrymen in Vietnam were called grunts\"; \"he went from grunt to chairman in six years\""
"n",10162104,0.125,0.625,"hatemonger#1","one who arouses hatred for others"
"n",10169607,0,0.625,"hellhound#1","a very evil man"
"n",10178821,0,0.875,"hobbledehoy#1","an awkward bad-mannered adolescent boy"
"n",10178917,0,0.625,"limper#1 hobbler#1","someone who has a limp and walks with a hobbling gait"
"n",10198437,0,0.625,"matinee_idol#1 idol#2","someone who is adored blindly and excessively"
"n",10202363,0,0.625,"incompetent_person#1 incompetent#1","someone who is not competent to take effective action"
"n",10205231,0,0.75,"inferior#1","one of lesser rank or station or quality"
"n",10208287,0,0.75,"interrogator#1 inquisitor#1","a questioner who is excessively harsh"
"n",10214230,0,0.75,"shut-in#1 invalid#1","someone who is incapacitated by a chronic illness or injury"
"n",10221162,0,0.75,"jerry-builder#1","someone who builds cheap buildings out of poor materials on speculation for a quick profit"
"n",10250527,0,0.75,"secular#1 layperson#1 layman#1","someone who is not a clergyman or a professional person"
"n",10251002,0,0.625,"lazarus#2","the diseased beggar in Jesus' parable of the rich man and the beggar"
"n",10256537,0,0.625,"prevaricator#1 liar#1","a person who has lied or who lies repeatedly"
"n",10273572,0,0.75,"underdog#1","one at a disadvantage and expected to lose"
"n",10322238,0,0.625,"misfit#1","someone unable to adapt to their circumstances"
"n",10334335,0,1,"motormouth#1","someone who talks incessantly; \"I wish that motormouth would shut up\""
"n",10350774,0.125,0.75,"nebbish#1 nebbech#1","(Yiddish) a timid unfortunate simpleton"
"n",10350896,0,0.625,"necessitarian#1","someone who does not believe the doctrine of free will"
"n",10365846,0,0.625,"nudnik#1 nudnick#1","(Yiddish) someone who is a boring pest"
"n",10366145,0,0.625,"nullipara#1","(obstetrics) a woman who has never give birth to a child"
"n",10388192,0,0.625,"outsider#2","a contestant (human or animal) not considered to have a good chance to win"
"n",10408939,0,0.875,"patzer#1","a poor chess player"
"n",10427764,0,0.75,"physiotherapist#1 physical_therapist#1","therapist who treats injury or dysfunction with exercises and other physical treatments of the disorder"
"n",10441410,0,0.625,"pledge#2","someone accepted for membership but not yet fully admitted to the group"
"n",10443659,0,0.625,"pluralist#2","a philosopher who believes that no single explanation can account for all the phenomena of nature"
"n",10443830,0,0.625,"pluralist#1","a cleric who holds more than one benefice at a time"
"n",10466918,0.25,0.625,"preserver#3","someone who keeps safe from harm or danger"
"n",10489944,0,0.625,"psychotherapist#1 clinical_psychologist#1","a therapist who deals with mental and emotional disorders"
"n",10501203,0,0.75,"quibbler#1 pettifogger#2 caviller#1 caviler#1","a disputant who quibbles; someone who raises annoying petty objections"
"n",10504664,0,0.875,"tatterdemalion#1 ragamuffin#1","a dirty shabbily clothed urchin"
"n",10509389,0,0.625,"realist#3","a painter who represents the world realistically and not in an idealized or romantic style"
"n",10510546,0,0.75,"refuter#1 rebutter#1 disprover#1 confuter#1","a debater who refutes or disproves by offering contrary evidence or argument"
"n",10513938,0,0.75,"redneck#1 cracker#2","a poor White person in the southern United States"
"n",10516117,0,0.625,"regent#2","someone who rules during the absence or incapacity or minority of the country's monarch"
"n",10545792,0,0.625,"sadist#1","someone who obtains pleasure from inflicting pain or others"
"n",10556704,0,0.625,"schizophrenic#1","someone who is afflicted with schizophrenia"
"n",10557246,0,0.875,"shlockmeister#1 schlockmeister#1","(slang) a merchant who deals in shoddy or inferior merchandise"
"n",10575241,0,0.75,"seducer#1","a bad person who entices others into error or wrongdoing"
"n",10586674,0,0.625,"shark#2","a person who is ruthless and greedy and dishonest"
"n",10594147,0,0.875,"termagant#1 shrew#1","a scolding nagging bad-tempered woman"
"n",10609198,0,0.75,"trollop#1 slut#1 slovenly_woman#1 slattern#2","a dirty untidy woman"
"n",10629142,0,0.625,"space_cadet#1","someone who seems unable to respond appropriately to reality (as if under the influence of some narcotic drug)"
"n",10653388,0,0.625,"stay-at-home#1 homebody#1","a person who seldom goes anywhere; one not given to wandering or travel"
"n",10656706,0,0.625,"stillborn_infant#1","infant who shows no signs of life after birth"
"n",10661002,0,0.75,"unknown#2 stranger#1 alien#2","anyone who does not belong in the environment in which they are found"
"n",10686313,0,0.625,"sympathizer#1 sympathiser#1 comforter#1","commiserates with someone who has had misfortune"
"n",10709256,0,0.75,"third-rater#1","one who is third-rate or distinctly inferior"
"n",10716389,0,0.75,"torturer#1","someone who inflicts severe physical pain (usually for punishment or coercion)"
"n",10736394,0,0.625,"underperformer#1 underachiever#1 nonachiever#1","a student who does not perform as well as expected or as well as the IQ indicates"
"n",10741367,0,0.625,"urchin#1","poor and often mischievous city child"
"n",10744544,0,0.625,"vagrant#1 vagabond#2 floater#3 drifter#1","a wanderer who has no established residence or visible means of support"
"n",10757625,0,0.625,"visually_impaired_person#1","someone who has inferior vision"
"n",10773527,0,0.625,"welsher#1 welcher#1","someone who swindles you by not repaying a debt or wager"
"n",10803463,0,0.75,"yenta#1","(Yiddish) a vulgar shrew; a shallow coarse termagant"
"n",10804102,0.125,0.75,"yokel#1 yahoo#1 rube#1 hick#1 hayseed#1 chawbacon#1 bumpkin#1","a person who is not very intelligent or interested in culture"
"n",10940669,0,0.625,"fyodor_mikhailovich_dostoyevsky#1 fyodor_mikhailovich_dostoevsky#1 fyodor_mikhailovich_dostoevski#1 fyodor_dostoyevsky#1 fyodor_dostoevsky#1 fyodor_dostoevski#1 feodor_mikhailovich_dostoyevsky#1 feodor_mikhailovich_dostoevsky#1 feodor_mikhailovich_dostoevski#1 feodor_dostoyevsky#1 feodor_dostoevsky#1 feodor_dostoevski#1 dostoyevsky#1 dostoevsky#1 dostoevski#1","Russian novelist who wrote of human suffering with humor and psychological insight (1821-1881)"
"n",11228691,0,0.625,"pelagius#1","a British or Irish monk who denied the doctrines of original sin and predestination and defended human goodness and free will; his views were declared heretical by the Council of Ephesus in 431 (circa 360-418)"
"n",11338796,0,0.625,"thomas_the_doubting_apostle#1 thomas#5 st._thomas#1 saint_thomas#1 doubting_thomas#1","the Apostle who would not believe the resurrection of Jesus until he saw Jesus with his own eyes"
"n",11424400,0,0.625,"alternative_energy#1","energy derived from sources that do not use up natural resources or harm the environment"
"n",11427842,0,0.625,"mishap#1 mischance#1 bad_luck#2","an unpredictable outcome that is unfortunate; \"if I didn't have bad luck I wouldn't have any luck at all\""
"n",11454042,0,0.625,"facilitation#2","(neurophysiology) phenomenon that occurs when two or more neural impulses that alone are not enough to trigger a response in a neuron combine to trigger an action potential"
"n",11476430,0,0.625,"luminescence#1","light not due to incandescence; occurs at low temperatures"
"n",11517041,0,0.625,"supertwister#1","the most powerful tornado which can create enormously devastating damage; \"supertwisters are fortunately rare\""
"n",11676743,0,0.625,"gynobase#1","the enlarged receptacle in which the pistil is borne"
"n",11734093,0,0.625,"stinking_hellebore#1 setterwort#1 helleborus_foetidus#1 bear's_foot#1","digitate-leaved hellebore with an offensive odor and irritant qualities when taken internally"
"n",11757017,0,0.625,"stinking_wattle#1 gidgee#1 acacia_cambegei#1","scrubby Australian acacia having extremely foul-smelling blossoms"
"n",11767877,0,0.75,"rheumatism_weed#1 indian_hemp#3 apocynum_cannabinum#1","Canadian dogbane yielding a tough fiber used as cordage by Native Americans; used in folk medicine for pain or inflammation in joints"
"n",11802212,0,0.625,"wild_ginger#1","low-growing perennial herb with pungent gingery leaves and rhizomes"
"n",11876976,0,0.625,"kale#2 kail#1 colewort#1 cole#1 brassica_oleracea_acephala#1 borecole#1","a hardy cabbage with coarse curly leaves that do not form a head"
"n",12047060,0,0.625,"pseudobulb#1","a solid bulblike enlargement of the stem of some orchids"
"n",12392943,0,0.625,"genus_boehmeria#1 boehmeria#1","false nettle"
"n",12455101,0,0.625,"family_colchicaceae#1 colchicaceae#1","one of many subfamilies into which some classification systems subdivide the Liliaceae but not widely accepted: genera Colchicum and Gloriosa"
"n",12464903,0,0.625,"ruscaceae#1 family_ruscaceae#1","one of many subfamilies into which some classification systems subdivide the Liliaceae but not widely accepted"
